,cost,name,method,type,parallel
0,2.163349151611328,epoch-0,GPU,epoch,20
1,2.162318706512451,epoch-1,GPU,epoch,20
2,2.0487279891967773,epoch-2,GPU,epoch,20
3,0.8563685417175293,epoch-3,GPU,epoch,20
4,0.8372313976287842,epoch-4,GPU,epoch,20
5,0.8442740440368652,epoch-5,GPU,epoch,20
6,1.2485458850860596,epoch-6,GPU,epoch,20
7,0.8562099933624268,epoch-7,GPU,epoch,20
8,1.978529930114746,epoch-8,GPU,epoch,20
9,0.8498620986938477,epoch-9,GPU,epoch,20
10,13.85031795501709,total,GPU,total,20
11,2.784633159637451,epoch-0,CPU,epoch,20
12,2.375792980194092,epoch-1,CPU,epoch,20
13,2.4010448455810547,epoch-2,CPU,epoch,20
14,2.4606873989105225,epoch-3,CPU,epoch,20
15,2.3116910457611084,epoch-4,CPU,epoch,20
16,2.3840198516845703,epoch-5,CPU,epoch,20
17,2.326167583465576,epoch-6,CPU,epoch,20
18,2.3089540004730225,epoch-7,CPU,epoch,20
19,2.279757499694824,epoch-8,CPU,epoch,20
20,2.335150718688965,epoch-9,CPU,epoch,20
21,23.97580599784851,total,CPU,total,20
22,5.553485870361328,epoch-0,parallel,epoch,20
23,2.7641355991363525,epoch-1,parallel,epoch,20
24,2.9036266803741455,epoch-2,parallel,epoch,20
25,2.901397943496704,epoch-3,parallel,epoch,20
26,2.9768998622894287,epoch-4,parallel,epoch,20
27,2.744152784347534,epoch-5,parallel,epoch,20
28,2.1795809268951416,epoch-6,parallel,epoch,20
29,1.4791417121887207,epoch-7,parallel,epoch,20
30,1.6038424968719482,epoch-8,parallel,epoch,20
31,1.8544299602508545,epoch-9,parallel,epoch,20
32,27.077110290527344,total,parallel,total,20
33,0.011621475219726562,epoch-0,cuda,epoch,20
34,0.002562284469604492,epoch-1,cuda,epoch,20
35,0.0012359619140625,epoch-2,cuda,epoch,20
36,0.0012042522430419922,epoch-3,cuda,epoch,20
37,0.0012171268463134766,epoch-4,cuda,epoch,20
38,0.001191854476928711,epoch-5,cuda,epoch,20
39,0.0011806488037109375,epoch-6,cuda,epoch,20
40,0.0012121200561523438,epoch-7,cuda,epoch,20
41,0.0011870861053466797,epoch-8,cuda,epoch,20
42,0.0011758804321289062,epoch-9,cuda,epoch,20
43,0.024737834930419922,total,cuda,total,20
