,cost,name,method,type,parallel
0,7.26639723777771,epoch-0,forLoop,epoch,40
1,7.1545069217681885,epoch-1,forLoop,epoch,40
2,7.125977516174316,epoch-2,forLoop,epoch,40
3,7.208282709121704,epoch-3,forLoop,epoch,40
4,7.258573055267334,epoch-4,forLoop,epoch,40
5,7.192742586135864,epoch-5,forLoop,epoch,40
6,7.153593063354492,epoch-6,forLoop,epoch,40
7,7.316276788711548,epoch-7,forLoop,epoch,40
8,7.195945739746094,epoch-8,forLoop,epoch,40
9,7.138218879699707,epoch-9,forLoop,epoch,40
10,72.43432450294495,total,forLoop,total,40
11,6.1169068813323975,epoch-0,parallel,epoch,40
12,5.5391740798950195,epoch-1,parallel,epoch,40
13,5.380135536193848,epoch-2,parallel,epoch,40
14,5.32988977432251,epoch-3,parallel,epoch,40
15,5.399950981140137,epoch-4,parallel,epoch,40
16,5.432399272918701,epoch-5,parallel,epoch,40
17,5.3215789794921875,epoch-6,parallel,epoch,40
18,5.402490615844727,epoch-7,parallel,epoch,40
19,5.392970561981201,epoch-8,parallel,epoch,40
20,5.548643589019775,epoch-9,parallel,epoch,40
21,55.42742919921875,total,parallel,total,40
