,cost,name,method,type,parallel
0,2.537391424179077,epoch-0,GPU,epoch,20
1,2.593848943710327,epoch-1,GPU,epoch,20
2,1.7289035320281982,epoch-2,GPU,epoch,20
3,1.6654589176177979,epoch-3,GPU,epoch,20
4,1.2868452072143555,epoch-4,GPU,epoch,20
5,1.4815974235534668,epoch-5,GPU,epoch,20
6,1.225144624710083,epoch-6,GPU,epoch,20
7,1.4471895694732666,epoch-7,GPU,epoch,20
8,0.8543736934661865,epoch-8,GPU,epoch,20
9,1.7163524627685547,epoch-9,GPU,epoch,20
10,16.5408296585083,total,GPU,total,20
11,2.301936388015747,epoch-0,CPU,epoch,20
12,2.499373435974121,epoch-1,CPU,epoch,20
13,2.3128411769866943,epoch-2,CPU,epoch,20
14,2.4463019371032715,epoch-3,CPU,epoch,20
15,2.3067264556884766,epoch-4,CPU,epoch,20
16,2.4941322803497314,epoch-5,CPU,epoch,20
17,2.3088221549987793,epoch-6,CPU,epoch,20
18,2.441537857055664,epoch-7,CPU,epoch,20
19,2.3057045936584473,epoch-8,CPU,epoch,20
20,2.4385595321655273,epoch-9,CPU,epoch,20
21,23.862740516662598,total,CPU,total,20
22,5.397130012512207,epoch-0,parallel,epoch,20
23,2.8133528232574463,epoch-1,parallel,epoch,20
24,3.0590710639953613,epoch-2,parallel,epoch,20
25,3.0448455810546875,epoch-3,parallel,epoch,20
26,2.8235158920288086,epoch-4,parallel,epoch,20
27,2.8387773036956787,epoch-5,parallel,epoch,20
28,2.084510326385498,epoch-6,parallel,epoch,20
29,1.5370843410491943,epoch-7,parallel,epoch,20
30,1.678053617477417,epoch-8,parallel,epoch,20
31,1.8421099185943604,epoch-9,parallel,epoch,20
32,27.224527835845947,total,parallel,total,20
33,0.010599613189697266,epoch-0,cuda,epoch,20
34,0.003997087478637695,epoch-1,cuda,epoch,20
35,0.0012209415435791016,epoch-2,cuda,epoch,20
36,0.0011932849884033203,epoch-3,cuda,epoch,20
37,0.0011935234069824219,epoch-4,cuda,epoch,20
38,0.001184701919555664,epoch-5,cuda,epoch,20
39,0.0011696815490722656,epoch-6,cuda,epoch,20
40,0.001168966293334961,epoch-7,cuda,epoch,20
41,0.0011610984802246094,epoch-8,cuda,epoch,20
42,0.0011608600616455078,epoch-9,cuda,epoch,20
43,0.024991273880004883,total,cuda,total,20
