,cost,name,method,type,parallel
0,1.4937152862548828,epoch-0,forLoop,epoch,10
1,1.4639885425567627,epoch-1,forLoop,epoch,10
2,1.195373773574829,epoch-2,forLoop,epoch,10
3,1.0875134468078613,epoch-3,forLoop,epoch,10
4,1.1946032047271729,epoch-4,forLoop,epoch,10
5,1.093916416168213,epoch-5,forLoop,epoch,10
6,1.1929244995117188,epoch-6,forLoop,epoch,10
7,1.101926326751709,epoch-7,forLoop,epoch,10
8,1.2293057441711426,epoch-8,forLoop,epoch,10
9,1.0895771980285645,epoch-9,forLoop,epoch,10
10,12.149743795394897,total,forLoop,total,10
11,2.0626144409179688,epoch-0,parallel,epoch,10
12,0.9436116218566895,epoch-1,parallel,epoch,10
13,1.0513803958892822,epoch-2,parallel,epoch,10
14,1.0474798679351807,epoch-3,parallel,epoch,10
15,1.1181972026824951,epoch-4,parallel,epoch,10
16,1.0365378856658936,epoch-5,parallel,epoch,10
17,1.1253957748413086,epoch-6,parallel,epoch,10
18,1.1529455184936523,epoch-7,parallel,epoch,10
19,1.0313830375671387,epoch-8,parallel,epoch,10
20,1.1151399612426758,epoch-9,parallel,epoch,10
21,11.740150213241577,total,parallel,total,10
