,cost,name,method,type,parallel
0,1.1155526638031006,epoch-0,GPU,epoch,10
1,1.1274216175079346,epoch-1,GPU,epoch,10
2,1.0321247577667236,epoch-2,GPU,epoch,10
3,1.1182501316070557,epoch-3,GPU,epoch,10
4,1.07828688621521,epoch-4,GPU,epoch,10
5,1.0931835174560547,epoch-5,GPU,epoch,10
6,1.1314780712127686,epoch-6,GPU,epoch,10
7,1.0965750217437744,epoch-7,GPU,epoch,10
8,1.0547771453857422,epoch-8,GPU,epoch,10
9,1.0576934814453125,epoch-9,GPU,epoch,10
10,10.90888261795044,total,GPU,total,10
11,1.4589955806732178,epoch-0,CPU,epoch,10
12,1.4748139381408691,epoch-1,CPU,epoch,10
13,1.470912218093872,epoch-2,CPU,epoch,10
14,1.4745445251464844,epoch-3,CPU,epoch,10
15,1.5216596126556396,epoch-4,CPU,epoch,10
16,1.4822604656219482,epoch-5,CPU,epoch,10
17,1.4594008922576904,epoch-6,CPU,epoch,10
18,1.465672492980957,epoch-7,CPU,epoch,10
19,1.4617486000061035,epoch-8,CPU,epoch,10
20,1.4877679347991943,epoch-9,CPU,epoch,10
21,14.761366605758667,total,CPU,total,10
22,4.607157945632935,epoch-0,parallel,epoch,10
23,2.293691873550415,epoch-1,parallel,epoch,10
24,2.308150053024292,epoch-2,parallel,epoch,10
25,2.1798629760742188,epoch-3,parallel,epoch,10
26,2.322209596633911,epoch-4,parallel,epoch,10
27,2.26404070854187,epoch-5,parallel,epoch,10
28,2.3119664192199707,epoch-6,parallel,epoch,10
29,2.2338345050811768,epoch-7,parallel,epoch,10
30,2.3600001335144043,epoch-8,parallel,epoch,10
31,2.3300719261169434,epoch-9,parallel,epoch,10
32,25.25762367248535,total,parallel,total,10
33,0.012408733367919922,epoch-0,cuda,epoch,10
34,0.0014355182647705078,epoch-1,cuda,epoch,10
35,0.0008091926574707031,epoch-2,cuda,epoch,10
36,0.0007860660552978516,epoch-3,cuda,epoch,10
37,0.0007967948913574219,epoch-4,cuda,epoch,10
38,0.0007746219635009766,epoch-5,cuda,epoch,10
39,0.0007700920104980469,epoch-6,cuda,epoch,10
40,0.0007600784301757812,epoch-7,cuda,epoch,10
41,0.0007636547088623047,epoch-8,cuda,epoch,10
42,0.0007758140563964844,epoch-9,cuda,epoch,10
43,0.020999431610107422,total,cuda,total,10
