,cost,name,method,type,parallel
0,4.6363019943237305,epoch-0,GPU,epoch,40
1,4.863256454467773,epoch-1,GPU,epoch,40
2,1.8754689693450928,epoch-2,GPU,epoch,40
3,1.8853328227996826,epoch-3,GPU,epoch,40
4,1.8933253288269043,epoch-4,GPU,epoch,40
5,1.836024522781372,epoch-5,GPU,epoch,40
6,1.787672996520996,epoch-6,GPU,epoch,40
7,1.772963285446167,epoch-7,GPU,epoch,40
8,1.8907041549682617,epoch-8,GPU,epoch,40
9,1.8302817344665527,epoch-9,GPU,epoch,40
10,24.27753734588623,total,GPU,total,40
11,4.3299338817596436,epoch-0,CPU,epoch,40
12,4.112586975097656,epoch-1,CPU,epoch,40
13,4.184585094451904,epoch-2,CPU,epoch,40
14,3.8977794647216797,epoch-3,CPU,epoch,40
15,4.225585222244263,epoch-4,CPU,epoch,40
16,3.9745442867279053,epoch-5,CPU,epoch,40
17,4.14565634727478,epoch-6,CPU,epoch,40
18,3.9096202850341797,epoch-7,CPU,epoch,40
19,4.139702081680298,epoch-8,CPU,epoch,40
20,3.8918023109436035,epoch-9,CPU,epoch,40
21,40.820070028305054,total,CPU,total,40
22,7.265604496002197,epoch-0,parallel,epoch,40
23,4.483849287033081,epoch-1,parallel,epoch,40
24,4.102587699890137,epoch-2,parallel,epoch,40
25,2.923863410949707,epoch-3,parallel,epoch,40
26,3.153918504714966,epoch-4,parallel,epoch,40
27,3.1770384311676025,epoch-5,parallel,epoch,40
28,2.984210729598999,epoch-6,parallel,epoch,40
29,2.8805692195892334,epoch-7,parallel,epoch,40
30,2.971501588821411,epoch-8,parallel,epoch,40
31,3.121080160140991,epoch-9,parallel,epoch,40
32,37.114235401153564,total,parallel,total,40
33,0.014372587203979492,epoch-0,cuda,epoch,40
34,0.004767656326293945,epoch-1,cuda,epoch,40
35,0.002070903778076172,epoch-2,cuda,epoch,40
36,0.002054452896118164,epoch-3,cuda,epoch,40
37,0.002032756805419922,epoch-4,cuda,epoch,40
38,0.002028942108154297,epoch-5,cuda,epoch,40
39,0.0020089149475097656,epoch-6,cuda,epoch,40
40,0.025267362594604492,epoch-7,cuda,epoch,40
41,0.027988672256469727,epoch-8,cuda,epoch,40
42,0.027988672256469727,epoch-9,cuda,epoch,40
43,0.11202335357666016,total,cuda,total,40
